7.68, .05, .068
993.39, 5.85, .06
1817, 41, .068
1522.95, 9.07, .0386
3557.26, 34.57, .079
3564.44, 33.66,	.0641
4226.85, 45, .0531
4900.95, 53.96, .0584
5364.97, 51.05, .068
5520.87, 32.72, .0466
5547.01, 33.1, .034
5625.47, 53.53, .068
5755.11, 61.77, .068
7062.14, 41.38, .068
8353.13, 89.79, .0531
9432.76, 55.27, .068
10560.18, 61.87, .068
11542.34, 127.09, .0584
25449.4, 235.75, .0541
28479.03, 271.03, .068
